"36","16232"
"36","16233"
"36","16234"
"36","11693"
"36","16235"
"36","16236"
"36","16237"
"36","16238"
"36","16239"
"36","16240"
"36","16175"
"36","16241"
"36","16242"
"36","16243"
"36","16244"
"36","16245"
"36","16246"
"36","16247"
"36","16248"
"36","16249"
"36","16250"
"36","16251"
"86","16232"
"86","16252"
"86","16253"
"86","11693"
"86","16254"
"86","16255"
"86","16256"
"86","16257"
"86","16239"
"86","16240"
"86","16175"
"86","16258"
"86","16227"
"86","16259"
"86","16244"
"86","16260"
"86","16248"
"86","16261"
"86","16262"
"86","16251"
"97","17667"
"97","17668"
"97","17669"
"97","17670"
"97","17671"
"97","17672"
"97","17673"
"97","17674"
"97","17675"
"97","17676"
"97","17677"
"97","17678"
"97","16782"
"97","17679"
"97","17680"
"97","17681"
"97","17682"
"89","18071"
"89","18072"
"89","18073"
"89","18074"
"89","18075"
"104","19617"
"104","19618"
"104","10437"
"104","19619"
"104","19620"
"104","16920"
"104","11418"
"104","17346"
"104","19621"
"104","19622"
"104","19623"
"104","19624"
"104","19625"
"104","104"
"104","2735"
"104","5166"
"104","19626"
"104","19627"
"104","19628"
"104","10990"
"104","19629"
"104","19630"
"104","11346"
"104","19631"
"104","13445"
"104","19632"
"104","19633"
"61","21406"
"61","21407"
"61","21408"
"61","21409"
"61","21410"
"61","21411"
"61","21412"
"61","21413"
"61","21414"
"61","21415"
"61","21416"
"61","21417"
"61","21418"
"61","21419"
"61","21420"
"61","21421"
"61","21422"
"61","21423"
"61","21424"
"61","21425"
"61","21426"
"61","12527"
"61","21427"
"61","21428"
"61","12163"
"61","21429"
"61","21430"
"61","21223"
"61","21431"
"61","21432"
"61","21433"
"61","21434"
"61","21435"
"73","14561"
"73","10667"
"73","23544"
"73","23545"
"73","23546"
"73","23547"
"73","23548"
"51","24801"
"51","24802"
"51","24803"
"51","24804"
"51","24805"
"51","24806"
"51","24807"
"51","24808"
"51","24809"
"51","24810"
"51","24811"
"51","24812"
"51","24813"
"51","12139"
"40","25768"
"40","25769"
"40","25770"
"40","25771"
"40","25772"
"40","12182"
"40","25773"
"40","25774"
"40","25775"
"40","12326"
"40","25776"
"40","25777"
"40","25778"
"40","16582"
"40","25779"
"93","28139"
"93","18008"
"93","12311"
"93","28140"
"93","10966"
"93","12160"
"93","10968"
"93","28141"
"93","14391"
"93","28142"
"93","18405"
"93","28143"
"93","28144"
"93","18011"
"93","28145"
"93","18013"
"93","28146"
"93","28147"
"93","28148"
"93","28135"
"93","2991"
"93","28149"
"93","19051"
"93","28150"
"93","11379"
"93","28151"
"93","12182"
"93","28152"
"93","28153"
"93","11382"
"93","10983"
"93","10983"
"93","28154"
"93","17921"
"93","12646"
"93","12191"
"93","28155"
"93","28156"
"93","18021"
"93","28157"
"93","12518"
"93","28158"
"93","28159"
"93","17781"
"93","5037"
"93","28160"
"93","11390"
"93","28161"
"93","12432"
"93","28162"
"93","28163"
"93","11393"
"93","12434"
"93","28164"
"93","28165"
"93","28166"
"93","28167"
"93","28168"
"93","28169"
"93","28170"
"93","28171"
"93","28172"
"93","28173"
"93","28174"
"93","28175"
"93","28176"
"93","28177"
"93","28178"
"93","28179"
"93","28180"
"93","28181"
"105","29462"
"105","29463"
"105","29464"
"105","29465"
"105","29466"
"105","29467"
"105","29468"
"105","29469"
"105","29470"
"105","29471"
"105","29472"
"105","29473"
"105","29474"
"105","19109"
"105","29475"
"105","29476"
"105","21408"
"105","29477"
"105","29478"
"105","29479"
"83","29723"
"83","29724"
"83","29725"
"83","29726"
"83","29727"
"83","29728"
"83","29729"
"83","29730"
"83","29731"
"83","29732"
"83","29733"
"83","29734"
"83","29735"
"83","29736"
"83","29737"
"83","29738"
"83","29739"
"83","28135"
"83","29740"
"83","29741"
"83","40"
"83","29742"
"83","29743"
"83","29744"
"83","20686"
"83","29745"
"83","29746"
"83","29747"
"83","29748"
"83","29749"
